Date,Have?,Entered?,ESTC#,Subject,Title,Imprint,Author1,Author2,Author3,Author4,Editor,Translator,Printer1,PrinterLoc 1,Printer2,PrinterLoc 2,Engraver1,Engraver1 Loc,Engraver2,Engraver3,Engraver4,Illustrator1,Illustrator2,Illustrator3,Bookseller 1,SaleShop 1,ShopLoc 1,Bookseller 2,SaleShop2,ShopLoc 2,Bookseller 3,SaleShop 3,ShopLoc 3,Bookseller 4,SaleShop 4,ShopLoc 4,Bookseller 5,SaleShop 5,ShopLoc 5,Bookseller 6,SaleShop 6,ShopLoc 6,Bookseller 7,SaleShop 7,ShopLoc 7,Bookseller 8,SaleShop 8,ShopLoc 8,Bookseller 9,SaleShop 9,ShopLoc 9,Bookseller 10,SaleShop 10,ShopLoc 10,Bookseller 11,Sale Shop 11,ShopLoc 11,Bookseller 12,Sale Shop 12,ShopLoc 12,Bookseller 13,Sale Shop 13,ShopLoc 13,Bookseller 14,Sale Shop 14,ShopLoc 14,Bookseller 15,Sale Shop 15,ShopLoc 15,Bookseller 16,Sale Shop 16,ShopLoc 16,Bookseller 17,Sale Shop 17,ShopLoc 17,Bookseller 18,Sale Shop 18,ShopLoc 18,Bookseller 19,Sale Shop 19,ShopLoc 19,RefSource,Library,Format,# Subs,# Copies,# Women
1793,x,,P2312,Periodical,anthologia hibernica 1,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,Rumbold,,Clonmel,Thomas Stewart,,Inns-quay: Dublin,Alexander Stewart,,Bride Street: Dublin,Twigg,,Henry Street: Dublin,William Watson,,Cape Street: Dublin,Andrew Watson,,Limerick,William Wilson,,Dame Street: Dublin,Wild,,Utrecht,Altheer,,Utrecht,I'Ans,,Galway,John Jones,,College Green: Dublin,Thomas McDonnell,,Essex Street: Dublin,Miss Nevin,,Downpatrick,William Porter,,Skinner Row: Dublin,James Gordon,,Newry,Hargrove,,Limerick,Peter Hoey,,Upper Ormond-quay: Dublin,C Finn,,Kilkenny,,,,R6,The British Library,8vo,330,332,6
1793,x,,P2312,Periodical,anthologia hibernica 1,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,Richard Mercier,No 31,Anglesea Street: Dublin,G Douglas,,Londonderry,Vincent Dowling,Apollo Circulating Library,Suffolk Street: Dublin,John Ellis,Dublin Museum,Mary Street: Dublin,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,330,332,6
1793,x,,P2312,Periodical,anthologia hibernica 2,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,John Archer,,Dame Street: Dublin,Patrick Byrne,,Grafton Street: Dublin,Bennet Dugdale,,Cape Street: Dublin,Robert Faulder,No 42,New Bond Street: London,William Gilbert,,Great George's Street: Dublin,John Halpin,,Henry Street: Dublin,Mrs Hart,,Downpatrick,Hunter,,Portarlington,William Jones,,Dame Street: Dublin,William Magee,,Belfast,Robert Morison and Son,High Street,Perth,Sylvester Nolan,,Athlone,John Rice,,College Green: Dublin,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,330,332,6
1793,x,,T91216,Navigation,the theory and practice of finding the longitude at sea or land,London,Andrew MacKay,,,,,,,,,,,,,,,,,,John Sewell,No 32,Cornhill: London,Peter Elmsly,87 Southampton Street,The Strand: London,James Evans Jr,No 32,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,8vo,,,
1793,x,,T68048,Encyclopedia,nature display'd a new work by different gentlemen on several subjects,London,Charles Varlo,,,,Charles Varlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,186,187,0
1793,x,,N61517,Astronomy,meteorological observations and essays,London,John Dalton,,,,,,,,,,,,,,,,,,Thomas Ostell,No 3,Ave Mary Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1794,x,,T184990,Map,a topographical map of the county of kent,London,John Andrews,Andrew Drury,,,,,James Whittle,Fleet Street: London,Robert Laurie,Rosomon's Row: London,John Andrews,The Strand: London,,,,,,,Robert Laurie,No 17,Rosomon's Row: London,William Herbert,27 Glouston Square,Whitechapel: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Chatham Public Library,1mo,,,
1794,x,,N20238,Atlas/History/Geography,a new royal authentic complete and universal system of geography 1,London,George Augustus Baldwyn,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Booksellers in Bristol,,Bristol,Booksellers in Bath,,Bath,Booksellers in Birmingham,,Birmingham,Booksellers in Cambridge,,Cambridge,Booksellers in Coventry,,Coventry,Booksellers in Canterbury,,Canterbury,Booksellers in Chester,,Chester,Booksellers in Exeter,,Exeter,Booksellers in Gloucester,,Gloucester,Booksellers in Hull,,Hull,Booksellers in Hereford,,Hereford,Booksellers in Ipswich,,Ipswich,Booksellers in Liverpool,,Liverpool,Booksellers in Leeds,,Leeds,Booksellers in Leicester,,Leicester,Booksellers in Manchester,,Manchester,Booksellers in Norwich,,Norwich,Booksellers in Newcastle,,Newcastle,,,,R9,Yale University,2mo,,,
1794,x,,T119001,Atlas/History/Geography,new royal geographical magazine,London,Michael Adams,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Henry Symonds,,Pater Noster Row: London,Thomas Parsons,No 21,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Library of Congress,4to,,,
1794,x,,T38839,Atlas/History/Geography,magnetic atlas; or variation charts of the whole terraqueous globe,London,John Churchman,,,,,,Darton,London,Harvey,London,,,,,,,,,John Sewell,No 32,Cornhill: London,Charles Dilly,The Rose & Crown,The Poultry: London,Thomas Egerton,No 30,Charing Cross: London,James Phillips,,Lombard Street: London,David Steel,No 70,Cornhill: London,John Egerton,No 30,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4mo,223,230,1
1794,x,,T145597,Science History,the life of sir charles linnaeus,London,Dietrich Heinrich Stoever,,,,Joseph Trapp,,Edward Hodson,Temple Bar: London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,Columbia University,4to,,,
1794,x,,T225243,Mathematics,arithmetical and mathematical repository 1,London,John Eadon,,,,,,George Robinson I,Pater Noster Row: London,George Robinson II,Pater Noster Row: London,,,,,,,,,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1794,x,,T97867,Agriculture/Arts/Manufactures,an agricultural dictionary,London,John Monk,,,,,,George Woodfall,Pater Noster Row: London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Carnegie Mellon: Hunt,8vo,,,
1794,x,,W13815,Travel/Natural History,natural and civil history of vermont,Walpole: NH,Samuel Williams,,,,,,Isaiah Thomas,Worcester: MA,David Carlisle,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1794,x,,T149022,Map,new map of england and wales,London,John Cary,,,,,,John Cary,The Strand: London,,,John Cary,,,,,,,,John Cary,Arundel Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,Stanford University,1mo,,,
1794,x,,T113393,Atlas/History/Geography,introduction to geography astronomy and the use of globes,Norwich,John Rivett,,,,,,John Crouse,Norwich,John Matchett,Norwich,William Stevenson,,,,,,,,John Berry,No 83 Dove Lane,Norwich,Christopher Berry,No 83 Dove Lane,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,252,315,30
1794,x,,T88417,Physics/Cosmology,lectures on natural and experimental philosophy,London,George Adams,,,,,,Robert Hindmarsh,Old Bailey: London,,,,,,,,,,,George Adams,No 60,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,New York Public Library,8vo,,,
1794,x,,T67466,Travel/Natural History,a new complete and universal collection of voyages and travels,London,William Henry Portlock,,,,,,Thomas Apostle,,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University: Bodleian,2mo,,,
1794,x,,T125192,Atlas/History/Geography,terraquea or a new system of geography 2,Dublin,James Gordon,,,,,,William Porter,Skinner Row: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Derry Divisional,8vo,317,317,29
1794,x,,P2312,Periodical,anthologia hibernica 3,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,Rumbold,,Clonmel,Thomas Stewart,,Inns-quay: Dublin,Alexander Stewart,,Bride Street: Dublin,Twigg,,Henry Street: Dublin,William Watson,,Cape Street: Dublin,Andrew Watson,,Limerick,William Wilson,,Dame Street: Dublin,Wild,,Utrecht,Altheer,,Utrecht,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,636,638,16
1794,x,,P2312,Periodical,anthologia hibernica 3,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,Richard Mercier,No 31,Anglesea Street: Dublin,G Douglas,,Londonderry,Vincent Dowling,Apollo Circulating Library,Suffolk Street: Dublin,John Ellis,Dublin Museum,Mary Street: Dublin,C Finn,,Kilkenny,James Gordon,,Newry,Hargrove,,Limerick,Peter Hoey,,Upper Ormond-quay: Dublin,I'Ans,,Galway,John Jones,,College Green: Dublin,Thomas McDonnell,,Essex Street: Dublin,Miss Nevin,,Downpatrick,William Porter,,Skinner Row: Dublin,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,636,638,16
1794,x,,P2312,Periodical,anthologia hibernica 4,Dublin,Corporate,,,,,,William Taylor,Cheapside: London,,,,,,,,,,,John Archer,,Dame Street: Dublin,Patrick Byrne,,Grafton Street: Dublin,Bennet Dugdale,,Cape Street: Dublin,Robert Faulder,No 42,New Bond Street: London,William Gilbert,,Great George's Street: Dublin,John Halpin,,Henry Street: Dublin,Mrs Hart,,Downpatrick,Hunter,,Portarlington,William Jones,,Dame Street: Dublin,William Magee,,Belfast,Robert Morison and Son,High Street,Perth,Sylvester Nolan,,Athlone,John Rice,,College Green: Dublin,Richard Mercier,No 31,Anglesea Street: Dublin,,,,,,,,,,,,,,,,R6,The British Library,8vo,636,638,16
1794,x,,T202828,Atlas/History/Geography,universal geography formed into a new and entire system,Dublin,John Payne 2,,,,,,Zachariah Jackson,Sackville Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,2mo,1223,1773,45
1794,x,,N20238,Atlas/History/Geography,a new royal authentic complete and universal system of geography 1,London,George Augustus Baldwyn,,,,,,,,,,,,,,,,,,Booksellers in Northampton,,Northampton,Booksellers in Nottingham,,Nottingham,Booksellers in Oxford,,Oxford,Booksellers in Reading,,Reading,Booksellers in Sherborn,,Sherborn,Booksellers in Salisbury,,Salisbury,Booksellers in Sheffield,,Sheffield,Booksellers in Shrewsbury,,Shrewsbury,Booksellers in Winchester,,Winchester,Booksellers in Worcester,,Worcester,Booksellers in York,,York,Booksellers in Dublin,,Dublin,Booksellers in Edinburgh,,Edinburgh,Booksellers in Glasgow,,Glasgow,,,,,,,,,,,,,,,,R9,Yale University,2mo,,,
1794,R,,W23181,Atlas/History/Geography,new system of modern geography,Philadelphia,William Guthrie,James Ferguson,John Knox,,David Rittenhouse,,R Folwell,Philadelphia,,,,,,,,,,,Mathew Carey,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,,,
1794,R,,T110338,Mathematics,the tutor and scholar's assistant,Wigan,Joseph Saul,,,,,,William Lyon,Wigan,,,,,,,,,,,William Richardson 2,No 91,Royal Exchange: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,The British Library,12mo,,,
1795,x,,T225243,Mathematics,arithmetical and mathematical repository 2,London,John Eadon,,,,,,George Robinson I,Pater Noster Row: London,George Robinson II,Pater Noster Row: London,,,,,,,,,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,333,367,0
1795,x,,T199416,Physics/Cosmology,system of natural philosophy in a manner entirely new,Dublin,James Hendrick,,,,,,J Findlay,Brunswick Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1795,x,,T131963,Agriculture/Arts/Manufactures,new plan for speedily increasing the bee hives in scotland,Edinburgh,James Bonner,,,,,,John Moir,Edinburgh,,,,,,,,,,,William Creech,,Edinburgh,John Bradfute,32 Parliament Close,Edinburgh,Francis Hill,39 Hanover Street,Edinburgh,G Mudie and Son,52 South Bridge,Edinburgh,Thomas Kay,No 332,The Strand: London,John Bell,,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,307,682,13
1795,x,,T119550,Travel/Natural History,a voyage round the world in the gorgon man of war,London,Mary Ann Parker,,,,,,John Nichols,Fleet Street: London,,,,,,,,,,,John Debrett,No 178,Picadilly: London,John Pridden,No 100,Fleet Street: London,George Wilkie,,Pater Noster Row: London,William Richardson 2,No 91,Royal Exchange: London,Thomas Wilkie,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Yale University,8vo,,,
1795,x,,T119379,Atlas/History/Geography,gentleman and farmer's pocket assistant and the art of land surveying,Shrewsbury,J Vaughan,,,,,,Joshua Eddowes,Shrewsbury,William Eddowes,Shrewsbury,,,,,,,,,Thomas Norton Longman,No 39,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,182,266,1
1795,x,,20,Map,actual topographical survey of sussex 2,London,Thomas Yeakell,William Gardner,,,,,Thomas Gream,London,,,Thomas Foot,Battle Bridge: London,,,,,,,William Faden,No 5 Charing Cross,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Library,1mo,,,
1795,x,,W29868,Encyclopedia,history of the earth 2,Philadelphia,Oliver Goldsmith,,,,,,,,,,,,,,,,,,Mathew Carey,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,New York Public Library,8vo,,,
1795,R,,T84686,Map,map of north wales,London,John Evans,,,,John Aikin,,Joseph Johnson,St Paul's Churchyard: London,,,Robert Baugh,Llandysilio: Wales,,,,,,,Joseph Johnson,No 72,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,National Library of Wales,1mo,,,
1796,x,,T93726,Botany,introduction to the knowledge and practice of gardening,London,Charles Marshall,,,,,,John Rider,London,,,,,,,,,,,Thomas Burnham,Gold Street,Northampton,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,257,289,52
1796,x,,W29547,Travel/Natural History,three years travels through the interior parts of north-america 1,Philadelphia,Jonathan Carver,,,,,,Key,Philadelphia,Simpson,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Bookshop Catalogue,8vo,,,
1796,x,,T145140,Botany,an arrangement of british plants,Birmingham,William Withering,,,,,,Miles Swinney,High Street: Birmingham,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,32,32,0
1796,x,,T130545,Travel/Natural History,a survey of the ancient and present state of the scilly islands,Sherborne,John Troutbeck,,,,,,Samuel Goadby,Sherborne,Samuel Lerpiniere,Sherborne,,,,,,,,,Samuel Lerpiniere,,Sherborne,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1796,x,,W31204,Travel/Natural History,topographical and political description of saint domingo,Philadelphia,Mederic Louis Elie Moreau de Saint-Mery,,,,,,William Cobbett,Front Street: Philadelphia,,,,,,,,,,,Mederic Louis Elie Moreau de Saint-Mery,No 84,Front Street: Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1796,x,,T96904,Mathematics,an essay on mechanical geometry,Bristol,Benjamin Donne,,,,,,,,,,,,,,,,,,Thomas Vernor,Birchin Lane,Cornhill: London,Dudley Adams,No 60,Fleet Street: London,John Troughton,No 136,Fleet Street: London,John Jones and Sons,No 135,Holborn: London,Edward Troughton,No 136,Fleet Street: London,Thomas Hood,Birchin Lane,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1796,x,,T68046,Agriculture/Arts/Manufactures,floating ideas of nature philosopher farmer mechanic,London,Charles Varlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,33,33,0
1796,x,,T146566,Travel/Natural History,narrative of a five years' expedition against the revolted negroes of surinam,London,John Gabriel Stedman,,,,,,,,,,,,,,,,,,Joseph Johnson,No 72,St Paul's Churchyard: London,James Edwards,No 102,Pall Mall: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Smithsonian Library,4to,,,
1796,x,,T100791,Mathematics,introduction to arithmetic and algebra 1,Cambridge,Thomas Manning,,,,,,,,,,,,,,,,,,Benjamin Flower,Bridge Street,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Yale: Beinecke,8vo,,,
1797,x,,T45656,Atlas/History/Geography,terrier or a field book of measurement,Halifax,John Moore of Hipperholme,,,,,,Edward Jacobs,Halifax,Ephraim Jacobs,Halifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,111,117,4
1797,x,,W29495,Travel/Natural History,studies of nature by jacques henri bernardin de saint pierre,Worcester: MA,Bernardin de Saint Pierre,,,,,Henry Hunter 1,Isaiah Thomas,Worcester: MA,L Worcester,Worcester: MA,Samuel Hill,,William Rollinson,,,,,,J Nancrede,,Marlborough Street: Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1797,x,,T1308,Atlas/History/Geography,plain system of geography,Edinburgh,Evan Lloyd,,,,,,Mundell and Son,Royal Bank Close: Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Jefferson Library,12mo,,,
1797,x,,T139719,Travel/Natural History,a narrative of a voyage to arabia,London,Silas James,,,,,,William Glindon,Soho: London,,,,,,,,,,,William Baynes,No 54,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Library,8vo,,,
1797,x,,T215037,Travel/Natural History,sketches illustrative of oriental manners and customs,Calcutta,Robert Mabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,,,
1797,x,,T113598,Astronomy,compendius system of astronomy familiar lectures,London,Margaret Bryan,,,,,,,,,,,,,,,,,,John Sotheby,9 York Street,Covent Garden: London,George and Catherine Kearsley,No 46,Fleet Street: London,George Leigh,9 York Street,Covent Garden: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,384,401,125
1798,x,,T100791,Mathematics,introduction to arithmetic and algebra 2,Cambridge,Thomas Manning,,,,,,Benjamin Flower,Cambridge,,,,,,,,,,,John Nicholson 1,Trumpington Street,Cambridge,William Henry Lunn,No 322,Oxford Street: London,John Deighton,St Michael,Cambridge,Joshua Cooke,Near Clarendon Press,Oxford,John Crouse,3 Market Place,Norwich,Francis Wingrave,The Lamb,The Strand: London,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,William Stevenson,3 Market Place,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1798,x,,T114819,Mathematics,a treatise on spherical geometry,Newcastle upon Tyne,John Howard,,,,,,Edward Walker,Newcastle upon Tyne,,,,,,,,,,,Thomas Norton Longman,No 39,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Library of Congress,8vo,,,
1798,x,,T123478,Agriculture/Arts/Manufactures,the experienced farmer,London,Richard Parkinson,,,,,,George Robinson I,Pater Noster Row: London,George Robinson II,Pater Noster Row: London,,,,,,,,,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Boston Atheneum,8vo,,,
1798,x,,W28167,Travel/Natural History,travels through egypt and syria,New York,Constantin Francois Volney,,,,,,J Tiebout,New York,,,John Scoles,,,,,,,,E Duyckinck,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1798,x,,T131450,Agriculture/Arts/Manufactures,cheap and profitable manure,Norwich,John Morley,,,,John Cullyer,,John Crouse,Norwich,John Matchett,Norwich,William Stevenson,,,,,,,,John Matchett,,Norwich,James Scatcherd,No 12,Ave Mary Lane: London,Charles Letterman,No 12,Ave Mary Lane: London,John Harding,No 36,St James Street: London,Benjamin Crosby,No 4,Stationer's Court: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Museum,12mo,,,
1798,x,,T114233,Atlas/History/Geography,a complete treatise on land surveying,London,William Davis,,,,,,Robert Faulder,New Bond Street: London,,,,,,,,,,,Robert Faulder,No 42,New Bond Street: London,Peter Elmsly,87 Southampton Street,The Strand: London,Thomas Egerton,No 30,Charing Cross: London,Henry Symonds,,Pater Noster Row: London,William Baynes,No 54,Pater Noster Row: London,John Wright,No 169,Panton Square: Piccadilly,James Lackington,Temple of the Muses,Finsbury Square: London,William Henry Lunn,No 322,Oxford Street: London,Pearson,,High Street: Birmingham,Poole and Son,,Eastgate Street: Chester,Thomas Wood,,Pride Hill: Shrewsbury,Rollason,,High Street: Birmingham,John Egerton,No 30,Charing Cross: London,,,,,,,,,,,,,,,,,,,R7,Oxford University: Bodleian,8vo,,,
1798,x,,T214826,Atlas/History/Geography,universal atlas being a set of maps 3,London,Thomas Stackhouse,,,,,,Robert Faulder,New Bond Street: London,,,Samuel Neele,,,,,,,,Samuel Neele,No 352,The Strand: London,Thomas Norton Longman,No 39,Pater Noster Row: London,John Sewell,No 32,Cornhill: London,James Robson,The Feathers,New Bond Street: London,Robert Faulder,No 42,New Bond Street: London,John Archer,,Dame Street: Dublin,Lewis Bull,Opposite Gyde's Rooms,The Walks: Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Yale Beinecke,2mo,,,
1798,x,,T60409,Anatomy/Medicine,remarks on hydrophobia,Ipswich,Robert Hamilton,,,,,,Stephen Jackson,Butter Market: Ipswich,Elizabeth Craighton,Butter Market: Ipswich,,,,,,,,,Thomas Norton Longman,No 39,Pater Noster Row: London,John Shave,,Butter Market: Ipswich,Booksellers in Suffolk,,Suffolk,Booksellers in Essex,,Essex,Booksellers in Norfolk,,Norfolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,268,268,18
1798,x,,T125191,Atlas/History/Geography,terraquea or a new system of geography 3,Dublin,James Gordon,,,,,,William Porter,Skinner Row: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,386,396,34
1798,x,,W17003,Science History,life of doctor benjamin franklin written by himself,New London: CT,Benjamin Franklin,Henry Stueber,Richard Price,,,,Charles Holt,New London: CT,,,Benjamin Tanner,,,,,,,,Charles Holt,The Bee Office,New London: CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,103,313,
1798,x,,T102176,Agriculture/Arts/Manufactures,a philosophical and practical treatise on horses,London,John Lawrence,,,,,,,,,,,,,,,,,,Thomas Norton Longman,No 39,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,National Library of Australia,8vo,,,
1798,x,,T122644,Travel/Natural History,the guide of reason or floating ideas of nature,London,Charles Varlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Manitoba,12mo,,,
